drug_name,ind_name,rating
Magnesium salicylate,Bursitis,1
Magnesium salicylate,Headache Disorders,1
Salsalate,Rheumatoid Arthritis,1
Salsalate,Degenerative polyarthritis,1
Neostigmine,Myasthenia Gravis,1
Neostigmine,Urinary Retention,1
Danazol,Endometriosis,1
Danazol,Breast Fibrocystic Disease,1
Tiotropium,"Bronchitis, Chronic",1
Tiotropium,Pulmonary Emphysema,1
Tiotropium,Asthma,1
Ciclesonide,Asthma,1
Ciclesonide,Hay fever,1
Ciclesonide,Allergic rhinitis (disorder),1
Pranlukast,Allergic rhinitis (disorder),1
Pranlukast,Asthma,1
Cefepime,PYELONEPHRITIS E COLI,1
Cefepime,Klebsiella cystitis,1
Cefepime,Staphylococcus aureus infection,1
Cefepime,Pneumonia due to Pseudomonas,1
Cefepime,Intraabdominal Infections,1
Cefepime,"Pneumonia, Bacterial",1
Cefepime,Streptococcus pyogenes infection,1
Cefepime,Escherichia coli urinary tract infection,1
Cefepime,Bacterial infection due to Klebsiella pneumoniae,1
Cefepime,Proteus urinary tract infection,1
Cefepime,Enterobacter pneumonia,1
Cefepime,Streptococcal pneumonia,1
Ceftibuten,Tonsillitis,1
Ceftibuten,Acute otitis media,1
Ceftibuten,Infective otitis media,1
Ceftibuten,Streptococcal tonsillitis,1
Cefpodoxime,Infection of skin AND/OR subcutaneous tissue,1
Cefpodoxime,Infective otitis media,1
Cefpodoxime,Acute gonococcal cervicitis,1
Cefpodoxime,Streptococcal tonsillitis,1
Cefpodoxime,Haemophilus influenzae pneumonia,1
Cefpodoxime,Streptococcal pneumonia,1
Cefpodoxime,Acute maxillary sinusitis,1
Cefpodoxime,Acute Moraxella catarrhalis bronchitis,1
Cefpodoxime,Klebsiella cystitis,1
Cefpodoxime,Gonorrhea of rectum,1
Cefpodoxime,"Pneumonia, Bacterial",1
Cefpodoxime,Tonsillitis,1
Cefpodoxime,Proteus urinary tract infection,1
Cefpodoxime,Escherichia coli urinary tract infection,1
Cefpodoxime,Gonorrhea,1
Cefpodoxime,Acute exacerbation of chronic bronchitis,1
Cefpodoxime,Acute otitis media,1
Cefpodoxime,Staphylococcus aureus infection,1
Cefpodoxime,Pharyngitis,1
Cefpodoxime,Acute gonococcal urethritis,1
Cefpodoxime,Streptococcus pyogenes infection,1
Testosterone Propionate,Cryptorchidism,1
Testosterone Propionate,Klinefelter Syndrome,1
Testosterone Propionate,Delayed Puberty,1
Testosterone Propionate,Testicular hypogonadism,1
Testosterone Propionate,Deficiency of testosterone biosynthesis,1
Testosterone Propionate,Hormone receptor positive malignant neoplasm of breast,1
Paromomycin,Chronic intestinal amebiasis,1
Paromomycin,Hepatic Coma,1
Amrinone,Decompensated cardiac failure,1
Aprindine,Supraventricular arrhythmia,1
Aprindine,Ventricular arrhythmia,1
Almitrine,Chronic Obstructive Airway Disease,1
Cholestyramine,Hyperlipidemia,1
Cholestyramine,Hypercholesterolemia,1
Methadyl Acetate,Opiate Addiction,1
Antipyrine,Infective otitis media,1
Alfacalcidol,Renal Osteodystrophy,1
Alfacalcidol,Hyperparathyroidism,1
Alfacalcidol,Hypoparathyroidism,1
Alfacalcidol,Neonatal hypocalcemia,1
Glutethimide,Sleeplessness,1
Phenazopyridine,Dysuria,1
Gamma Hydroxybutyric Acid,Narcolepsy-Cataplexy Syndrome,1
Gamma Hydroxybutyric Acid,Narcolepsy,1
Heroin,Severe pain,1
Difenoxin,Diarrhea,1
Ethyl loflazepate,Anxiety,1
Ethyl loflazepate,Depressive disorder,1
Fenproporex,Obesity,1
Dihydrocodeine,Allergic rhinitis (disorder),1
Dihydrocodeine,Rhinitis,1
Dihydrocodeine,Common Cold,1
Dihydrocodeine,Rhinorrhea,1
Dihydrocodeine,Nasal congestion (finding),1
Dihydrocodeine,Pain,1
Dihydrocodeine,Coughing,1
Chloral hydrate,Sleeplessness,1
Dextroamphetamine,Narcolepsy,1
Dextroamphetamine,Attention deficit hyperactivity disorder,1
Methamphetamine,Attention deficit hyperactivity disorder,1
Methamphetamine,Obesity,1
Phendimetrazine,Obesity,1
Oxprenolol,Hypertensive disease,1
Oxprenolol,Ventricular arrhythmia,1
Oxprenolol,Anxiety,1
Ursodeoxycholic acid,Cholelithiasis,1
Ursodeoxycholic acid,Primary biliary cirrhosis,1
Prazepam,Anxiety,1
Prazepam,Sleeplessness,1
Quazepam,Sleeplessness,1
Everolimus,Renal Cell Carcinoma,1
Everolimus,Breast Carcinoma,1
Everolimus,Hormone receptor positive malignant neoplasm of breast,1
Everolimus,Angiomyolipoma of kidney,1
Everolimus,Tuberous Sclerosis,1
Solifenacin,Bladder muscle dysfunction - overactive,1
Solifenacin,Urgency of micturition,1
Solifenacin,Increased frequency of micturition,1
Solifenacin,Urge Incontinence,1
Iron,Iron deficiency anemia,1
Iron,Anemia of prematurity,1
Iron,Megaloblastic anemia due to folate deficiency,1
Nitrazepam,Sleeplessness,1
Nitrazepam,"Epilepsies, Myoclonic",1
Cilastatin,"Pneumonia, Bacterial",1
Cilastatin,Intraabdominal Infections,1
Cilastatin,Peritonitis,1
Cilastatin,Pneumonia due to Escherichia coli,1
Cilastatin,Haemophilus influenzae pneumonia,1
Cilastatin,Female genital tract infection,1
Cilastatin,Abdominal Abscess,1
Cilastatin,Enterobacter pneumonia,1
Cilastatin,Acute exacerbation of chronic bronchitis,1
Cilastatin,Bacterial sepsis,1
Cilastatin,Infection of skin AND/OR subcutaneous tissue,1
Cilastatin,Bacterial infection due to Klebsiella pneumoniae,1
Cilastatin,Lower respiratory tract infection,1
Cilastatin,Infection of bone,1
Cilastatin,Pelvic Inflammatory Disease,1
Cilastatin,Endometritis,1
Cilastatin,Arthropathy associated with infection,1
Cilastatin,Diabetic foot infection,1
Imipenem,Pneumonia due to Escherichia coli,1
Imipenem,Endometritis,1
Imipenem,Diabetic foot infection,1
Imipenem,Intraabdominal Infections,1
Imipenem,Infection of skin AND/OR subcutaneous tissue,1
Imipenem,Bacterial infection due to Klebsiella pneumoniae,1
Imipenem,Arthropathy associated with infection,1
Imipenem,Abdominal Abscess,1
Imipenem,Lower respiratory tract infection,1
Imipenem,Enterobacter pneumonia,1
Imipenem,Female genital tract infection,1
Imipenem,"Pneumonia, Bacterial",1
Imipenem,Bacterial sepsis,1
Imipenem,Infection of bone,1
Imipenem,Haemophilus influenzae pneumonia,1
Imipenem,Peritonitis,1
Imipenem,Pelvic Inflammatory Disease,1
Imipenem,Acute exacerbation of chronic bronchitis,1
Probucol,Hypercholesterolemia,1
Probucol,Hyperlipidemia,1
Tiaprofenic acid,Degenerative polyarthritis,1
Tiaprofenic acid,Pain,1
Tiaprofenic acid,Rheumatoid Arthritis,1
Lopinavir,HIV Infections,1
Bacampicillin,Gonorrhea,1
Bacampicillin,Infection of skin AND/OR subcutaneous tissue,1
Bacampicillin,Urinary tract infection,1
Bacampicillin,Pharyngitis,1
Bacampicillin,Sinusitis,1
Bacampicillin,Haemophilus influenzae pneumonia,1
Bacampicillin,Infective otitis media,1
Meticillin,Bacterial sepsis,1
Meticillin,Staphylococcal Pneumonia,1
Meticillin,Infection of skin AND/OR subcutaneous tissue,1
Meticillin,Sinusitis,1
Tazobactam,Pelvic Inflammatory Disease,1
Tazobactam,Diabetic foot infection,1
Tazobactam,Appendicitis,1
Tazobactam,"Pneumonia, Bacterial",1
Tazobactam,Nosocomial pneumonia,1
Tazobactam,Peritonitis,1
Tazobactam,Abdominal Abscess,1
Tazobactam,Infection of skin AND/OR subcutaneous tissue,1
Tazobactam,Haemophilus influenzae pneumonia,1
Tazobactam,Staphylococcus aureus infection,1
Ticarcillin,Enterobacter pneumonia,1
Ticarcillin,Pneumonia due to Escherichia coli,1
Ticarcillin,Lung Abscess,1
Ticarcillin,Infection of skin AND/OR subcutaneous tissue,1
Ticarcillin,Salpingitis,1
Ticarcillin,Klebsiella cystitis,1
Ticarcillin,Escherichia coli urinary tract infection,1
Ticarcillin,Pneumonia due to Pseudomonas,1
Ticarcillin,Serratia Infections,1
Ticarcillin,Enterobacteriaceae Infections,1
Ticarcillin,Sepsis due to Pseudomonas,1
Ticarcillin,"Empyema, Pleural",1
Ticarcillin,Rhinoscleroma,1
Ticarcillin,Proteus pneumonia,1
Ticarcillin,Urinary tract infection,1
Ticarcillin,Intraabdominal Infections,1
Ticarcillin,"Pneumonia, Bacterial",1
Ticarcillin,Osteomyelitis due to Staphylococcus aureus,1
Ticarcillin,Bacterial sepsis,1
Ticarcillin,Sepsis due to Gram negative bacteria,1
Ticarcillin,Haemophilus influenzae pneumonia,1
Ticarcillin,Escherichia coli Infections,1
Ticarcillin,Pelvic Inflammatory Disease,1
Ticarcillin,Staphylococcus aureus infection,1
Ticarcillin,Escherichia coli septicemia,1
Ticarcillin,Bacterial infection due to Klebsiella pneumoniae,1
Ticarcillin,Pelvic abscess,1
Ticarcillin,Bacterial urinary infection,1
Ticarcillin,Genitourinary tract infection,1
Ticarcillin,URINARY TRACT INFECTION CITROBACTER,1
Ticarcillin,Staphylococcal Pneumonia,1
Ticarcillin,Aspiration Pneumonia,1
Ticarcillin,Proteus septicemia,1
Ticarcillin,Sepsis due to Staphylococcus aureus,1
Deferasirox,Chronic iron overload,1
Deferasirox,beta Thalassemia,1
Hydroxychloroquine,"Malaria, Vivax",1
Hydroxychloroquine,"Lupus Erythematosus, Systemic",1
Hydroxychloroquine,Ovale malaria,1
Hydroxychloroquine,Rheumatoid Arthritis,1
Hydroxychloroquine,"Lupus Erythematosus, Discoid",1
Hydroxychloroquine,Quartan malaria,1
Hydroxychloroquine,"Malaria, Falciparum",1
Amyl Nitrite,Toxic effect of cyanide,1
Aceprometazine,Sleeplessness,1
Molindone,Schizophrenia,1
Phenindamine,Allergic Conjunctivitis,1
Phenindamine,Pruritus,1
Phenindamine,Rhinorrhea,1
Phenindamine,Symptomatic dermographism,1
Phenindamine,"Rhinitis, Vasomotor",1
Phenindamine,Urticaria,1
Phenindamine,Nasal congestion (finding),1
Phenindamine,Sneezing,1
Phenindamine,Allergic rhinitis (disorder),1
Pheniramine,Allergic rhinitis (disorder),1
Pheniramine,Symptomatic dermographism,1
Pheniramine,Redness of eye,1
Pheniramine,Fever,1
Pheniramine,Hay fever,1
Pheniramine,Itching of eye,1
Pheniramine,Rhinorrhea,1
Pheniramine,Urticaria,1
Pheniramine,Influenza-like symptoms,1
Pheniramine,Sore Throat,1
Pheniramine,Sneezing,1
Pheniramine,Sinus headache,1
Pheniramine,Headache Disorders,1
Pheniramine,Common Cold,1
Pheniramine,Allergic Conjunctivitis,1
Pheniramine,Nasal congestion (finding),1
Pheniramine,Coughing,1
Pheniramine,"Rhinitis, Vasomotor",1
Pheniramine,Pruritus,1
Pipotiazine,Schizophrenia,1
Thiothixene,Schizophrenia,1
Isopropamide,Peptic Ulcer,1
Pargyline,Hypertensive disease,1
Lincomycin,Pneumococcal Infections,1
Lincomycin,Streptococcal Infections,1
Roflumilast,Severe chronic obstructive pulmonary disease,1
Camphor,Sprains and Strains,1
Camphor,Back Pain,1
Camphor,Arthritic pains,1
Dalfopristin,Streptococcus pyogenes infection,1
Calcipotriol,Scalp psoriasis,1
Calcipotriol,Chronic small plaque psoriasis,1
Vorinostat,"Lymphoma, T-Cell, Cutaneous",1
Cholic Acid,Biliary Tract Diseases,1
Cholic Acid,Cholelithiasis,1
Cholic Acid,Constipation,1
Cholic Acid,Incomplete passage of stool,1
Cholic Acid,3-Beta-hydroxy-delta-5-C27-steroid dehydrogenase deficiency,1
Cholic Acid,Delta-4-3-oxosteroid-5-beta-reductase deficiency,1
Cholic Acid,"Xanthomatosis, Cerebrotendinous",1
Nicotinamide,Acne Vulgaris,1
Nicotinamide,Pellagra,1
Fusidic Acid,Pneumonia due to Escherichia coli,1
Fusidic Acid,Furunculosis,1
Fusidic Acid,Bacterial keratitis,1
Fusidic Acid,Gingivostomatitis,1
Fusidic Acid,Endemic Flea-Borne Typhus,1
Fusidic Acid,Pharyngitis,1
Fusidic Acid,Rosacea,1
Fusidic Acid,Keratoconjunctivitis,1
Fusidic Acid,Acute gonococcal endometritis,1
Fusidic Acid,Herpes zoster keratitis,1
Fusidic Acid,Escherichia coli septicemia,1
Fusidic Acid,Anthrax disease,1
Fusidic Acid,Peritonitis,1
Fusidic Acid,Osteomyelitis due to Staphylococcus aureus,1
Fusidic Acid,Tularemia,1
Fusidic Acid,Infection of bone,1
Fusidic Acid,Brucellosis,1
Fusidic Acid,Staphylococcal Pneumonia,1
Fusidic Acid,Acute gonococcal urethritis,1
Fusidic Acid,non-gonococcal urethritis (NGU),1
Fusidic Acid,Intraabdominal Infections,1
Fusidic Acid,Sinusitis,1
Fusidic Acid,Gonorrhea,1
Fusidic Acid,Actinomycosis,1
Fusidic Acid,Sepsis due to Pseudomonas,1
Fusidic Acid,Pneumonia due to Pseudomonas,1
Fusidic Acid,Granuloma Inguinale,1
Fusidic Acid,Rickettsia Infections,1
Fusidic Acid,Yaws,1
Fusidic Acid,Boutonneuse Fever,1
Fusidic Acid,Corneal Perforation,1
Fusidic Acid,Serratia sepsis,1
Fusidic Acid,Citrobacter sepsis,1
Fusidic Acid,Q Fever,1
Fusidic Acid,Bacterial sepsis,1
Fusidic Acid,Q fever endocarditis,1
Fusidic Acid,Pneumococcal Infections,1
Fusidic Acid,"Meningitis, Bacterial",1
Fusidic Acid,Sepsis of the newborn,1
Fusidic Acid,Mycoplasma pneumonia,1
Fusidic Acid,Inhalational anthrax,1
Fusidic Acid,Dacryocystitis,1
Fusidic Acid,Rhinoscleroma,1
Fusidic Acid,Bacterial infection due to Klebsiella pneumoniae,1
Fusidic Acid,Urinary tract infection,1
Fusidic Acid,Sepsis due to Gram negative bacteria,1
Fusidic Acid,Gonorrhea of pharynx,1
Fusidic Acid,Listeriosis,1
Fusidic Acid,Cholangitis,1
Fusidic Acid,Allergic Conjunctivitis,1
Fusidic Acid,Anterior uveitis,1
Fusidic Acid,Relapsing Fever,1
Fusidic Acid,Bacterial conjunctivitis,1
Fusidic Acid,Acne Vulgaris,1
Fusidic Acid,Cutaneous anthrax,1
Fusidic Acid,Infective otitis media,1
Fusidic Acid,Meibomianitis,1
Fusidic Acid,Trachoma,1
Fusidic Acid,Rocky Mountain Spotted Fever,1
Fusidic Acid,Gonorrhea of rectum,1
Fusidic Acid,Paronychia Inflammation,1
Fusidic Acid,Folliculitis,1
Fusidic Acid,Chancroids,1
Fusidic Acid,Escherichia coli Infections,1
Fusidic Acid,Brill-Zinsser Disease,1
Fusidic Acid,Infection due to Pseudomonas aeruginosa,1
Fusidic Acid,Neonatal meningitis,1
Fusidic Acid,Cholera,1
Fusidic Acid,Bacterial peritonitis,1
Fusidic Acid,Neonatal pneumonia,1
Fusidic Acid,"Typhus, Epidemic Louse-Borne",1
Fusidic Acid,Pseudomonas aeruginosa meningitis,1
Fusidic Acid,Enterobacteriaceae Infections,1
Fusidic Acid,Bronchitis,1
Fusidic Acid,Acute gonococcal cervicitis,1
Fusidic Acid,Acute gonococcal epididymo-orchitis,1
Fusidic Acid,Klebsiella sepsis,1
Fusidic Acid,Syphilis,1
Fusidic Acid,Psittacosis,1
Fusidic Acid,TYPHUS,1
Fusidic Acid,Blepharoconjunctivitis,1
Fusidic Acid,Enterobacter pneumonia,1
Fusidic Acid,Lymphogranuloma Venereum,1
Fusidic Acid,Chlamydia Infections,1
Fusidic Acid,Gastrointestinal anthrax,1
Fusidic Acid,Proteus pneumonia,1
Fusidic Acid,Arthropathy associated with infection,1
Fusidic Acid,Chlamydia trachomatis infection of genital structure,1
Fusidic Acid,Rickettsialpox,1
Fusidic Acid,Infection of skin AND/OR subcutaneous tissue,1
Fusidic Acid,"Pneumonia, Bacterial",1
Fusidic Acid,Infective blepharitis,1
Fusidic Acid,Nosocomial pneumonia,1
Fusidic Acid,Proteus septicemia,1
Fusidic Acid,Punctate keratitis,1
Fusidic Acid,Streptococcal Infections,1
Fusidic Acid,Bartonella Infections,1
Fusidic Acid,Pneumonia,1
Fusidic Acid,Scrub Typhus,1
Fusidic Acid,Staphylococcus aureus infection,1
Fusidic Acid,Serratia Infections,1
Fusidic Acid,Corneal abrasion,1
Fusidic Acid,GONOCOCCAL INFECTION DISSEMINATED,1
Acetic acid,Otitis Externa,1
Oteracil,Malignant neoplasm of stomach,1
Phenol,Skin irritation,1
Phenol,Mouth irritation,1
Phenol,Pruritus,1
Hemin,Acute intermittent porphyria,1
Deoxycholic Acid,Excess subcutaneous fat,1
Benzoic Acid,Dermatomyositis,1
Benzoic Acid,Scleroderma,1
Benzoic Acid,Morphea,1
Benzoic Acid,Peyronie Disease,1
Benzoic Acid,Pemphigus,1
Benzoic Acid,Hyperammonemia,1
Formaldehyde,Influenza,1
Urea,Impacted cerumen,1
Urea,Exanthema,1
Urea,Contact Dermatitis,1
Urea,Scurfiness of scalp,1
Urea,Seborrheic dermatitis,1
Urea,Tinea Versicolor,1
Lactic Acid,Pruritus,1
Lactose,Lactose Intolerance,1
Trioxsalen,Photosensitivity of skin,1
Trioxsalen,Vitiligo,1
Thiotepa,Hodgkin Disease,1
Thiotepa,"Pleural Effusion, Malignant",1
Thiotepa,Malignant neoplasm of ovary,1
Thiotepa,"Lymphoma, Non-Hodgkin",1
Thiotepa,Malignant epithelial neoplasm of female breast,1
Thiotepa,Malignant ascites,1
Thiotepa,Malignant pericardial effusion,1
Thiotepa,Malignant neoplasm of urinary bladder,1
Estrone sulfate,Atrophic Vaginitis,1
Quinestrol,Female hypogonadism syndrome,1
Quinestrol,Hot flushes,1
Quinestrol,Atrophic Vaginitis,1
Suramin,African Trypanosomiasis,1
Clofedanol,Coughing,1
Clofedanol,Common Cold,1
Clofedanol,Allergic rhinitis (disorder),1
Clofedanol,"Rhinitis, Vasomotor",1
Clofedanol,Rhinorrhea,1
Clofedanol,Nasal congestion (finding),1
Clofedanol,Rhinitis,1
Fluspirilene,Schizophrenia,1
Mepenzolate,Gastric ulcer,1
Mepenzolate,Peptic Ulcer,1
Ixabepilone,Breast Carcinoma,1
Ixabepilone,Carcinoma breast stage IV,1
Celiprolol,Hypertensive disease,1
Febuxostat,Hyperuricemia,1
Dronedarone,Paroxysmal atrial fibrillation,1
Nebivolol,Hypertensive disease,1
Homoharringtonine,"Myeloid Leukemia, Chronic",1
Nilotinib,"Leukemia, Myeloid, Accelerated Phase",1
Nilotinib,Philadelphia chromosome positive chronic myelogenous leukemia,1
Nilotinib,"Leukemia, Myeloid, Chronic-Phase",1
Lorcaserin,Obesity,1
Vildagliptin,"Diabetes Mellitus, Non-Insulin-Dependent",1
Voglibose,Gaucher Disease,1
Voglibose,"Diabetes Mellitus, Non-Insulin-Dependent",1
Bepotastine,Allergic Conjunctivitis,1
Pegaptanib,Exudative age-related macular degeneration,1
Milnacipran,Fibromyalgia,1
Lucinactant,"Respiratory Distress Syndrome, Newborn",1
Nesiritide,Decompensated chronic heart failure,1
Nesiritide,Decompensated cardiac failure,1
Flibanserin,Hypoactive Sexual Desire Disorder,1
Oritavancin,"Skin Diseases, Bacterial",1
Oritavancin,Staphylococcal Skin Infections,1
Oritavancin,Streptococcal infection of skin,1
Clevidipine,Hypertensive disease,1
Permethrin,Scabies <infestation>,1
Permethrin,Pediculus capitis infestation,1
Permethrin,Infestation by Phthirus pubis,1
Permethrin,Body louse infestation,1
Afamelanotide,Erythropoietic Protoporphyria,1
Defibrotide,Hepatic Veno-Occlusive Disease,1
Ospemifene,Dyspareunia,1
Crofelemer,Non-infective diarrhea,1
Tamibarotene,Acute Promyelocytic Leukemia,1
Iloperidone,Schizophrenia,1
Lofexidine,Opioid withdrawal,1
Ingenol Mebutate,Actinic keratosis,1
Belinostat,Peripheral T-Cell Lymphoma,1
Ataluren,"Muscular Dystrophy, Duchenne",1
Trabectedin,Malignant neoplasm of ovary,1
Trabectedin,liposarcoma,1
Trabectedin,leiomyosarcoma,1
Cobimetinib,"Malignant melanoma, metastatic",1
Silver sulfadiazine,Skin Ulcer,1
Methsuximide,Absence Epilepsy,1
Methsuximide,Epilepsy,1
Glatiramer Acetate,Multiple Sclerosis,1
Ecabet,Peptic Ulcer,1
Ibudilast,Asthma,1
Rotigotine,Restless Legs Syndrome,1
Rotigotine,Parkinson Disease,1
Vandetanib,Malignant epithelial neoplasm of thyroid,1
Ecallantide,"Angioedemas, Hereditary",1
Romiplostim,Chronic idiopathic thrombocytopenic purpura,1
Obiltoxaximab,Inhalational anthrax,1
Telaprevir,"Hepatitis C, Chronic",1
Mipomersen,Familial hypercholesterolemia - homozygous,1
Ramucirumab,Gastric Adenocarcinoma,1
Ramucirumab,Non-Small Cell Lung Carcinoma,1
Sodium stibogluconate,Leishmaniasis,1
Apremilast,"Arthritis, Psoriatic",1
Apremilast,Chronic small plaque psoriasis,1
Ustekinumab,Psoriasis,1
Ustekinumab,"Arthritis, Psoriatic",1
Trastuzumab emtansine,HER2-positive carcinoma of breast,1
Abiraterone,Malignant neoplasm of prostate,1
Parathyroid hormone,Hypoparathyroidism,1
Cariprazine,Schizophrenia,1
Cariprazine,Mixed bipolar I disorder,1
Cariprazine,"Bipolar affective disorder, current episode manic",1
Sertindole,Schizophrenia,1
Sulfathiazole,Vulvovaginitis,1
Mianserin,Major Depressive Disorder,1
Acetylcysteine,Poisoning by acetaminophen,1
Acetylcysteine,Bronchiectasis,1
Acetylcysteine,Bronchitis,1
Acetylcysteine,Amyloidosis,1
Acetylcysteine,Pulmonary Cystic Fibrosis,1
Rimonabant,Obesity,1
Canakinumab,Cryopyrin-Associated Periodic Syndromes,1
Canakinumab,Systemic onset juvenile chronic arthritis,1
Canakinumab,"Arthritis, Gouty",1
Canakinumab,Deficiency of mevalonate kinase,1
Canakinumab,Familial Mediterranean Fever,1
Canakinumab,TNF receptor-associated periodic fever syndrome (TRAPS),1
Romidepsin,Peripheral T-Cell Lymphoma,1
Romidepsin,"Lymphoma, T-Cell, Cutaneous",1
Ipilimumab,"Malignant melanoma, metastatic",1
Icatibant,"Angioedemas, Hereditary",1
Rufinamide,Lennox-Gastaut syndrome,1
Alogliptin,"Diabetes Mellitus, Non-Insulin-Dependent",1
Tapentadol,Pain,1
Silodosin,Prostatic Hypertrophy,1
Prasugrel,Acute Coronary Syndrome,1
Eltrombopag,Chronic idiopathic thrombocytopenic purpura,1
Doripenem,Pyelonephritis,1
Doripenem,Intraabdominal Infections,1
Doripenem,Complicated appendicitis,1
Doripenem,Cholecystitis,1
Doripenem,Abdominal Abscess,1
Tolvaptan,Inappropriate ADH Syndrome,1
Tolvaptan,Hyponatremia,1
Tolvaptan,"Polycystic Kidney, Autosomal Dominant",1
Asenapine,Schizophrenia,1
Asenapine,Mixed bipolar I disorder,1
Asenapine,"Bipolar affective disorder, current episode manic",1
Dalbavancin,Infection of skin AND/OR subcutaneous tissue,1
Dalbavancin,Staphylococcal Skin Infections,1
Dalbavancin,"Skin Diseases, Bacterial",1
Avanafil,Erectile dysfunction,1
Eflornithine,African Trypanosomiasis,1
Incadronic acid,Osteoporosis,1
Droxidopa,Parkinson Disease,1
Udenafil,Erectile dysfunction,1
Sitaxentan,Pulmonary arterial hypertension,1
Tocilizumab,Rheumatoid Arthritis,1
Tocilizumab,Angiolymphoid hyperplasia,1
Alvimopan,Postoperative ileus,1
Levocetirizine,Hay fever,1
Levocetirizine,Allergic rhinitis (disorder),1
Levocetirizine,Chronic idiopathic urticaria,1
Ziconotide,Chronic pain,1
Ziconotide,Severe pain,1
Ziconotide,Pain in spine,1
Teriparatide,"Osteoporosis, Postmenopausal",1
Temsirolimus,Renal Cell Carcinoma,1
Temsirolimus,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",1
Amisulpride,Chronic schizophrenia,1
Simeprevir,"Hepatitis C, Chronic",1
Dapagliflozin,"Diabetes Mellitus, Non-Insulin-Dependent",1
Elotuzumab,Multiple Myeloma,1
Saxagliptin,"Diabetes Mellitus, Non-Insulin-Dependent",1
Pertuzumab,HER2-positive carcinoma of breast,1
Rilonacept,Cryopyrin-Associated Periodic Syndromes,1
Bazedoxifene,"Osteoporosis, Postmenopausal",1
Bazedoxifene,Hot flushes,1
Telavancin,Pneumonia due to Staphylococcus aureus,1
Telavancin,"Pneumonia, Bacterial",1
Ambrisentan,Pulmonary arterial hypertension,1
Oxymetholone,Aplastic Anemia,1
Oxymetholone,Hypoplastic anemia,1
Oxymetholone,"Anemia, Diamond-Blackfan",1
Armodafinil,Narcolepsy,1
Etravirine,HIV Infections,1
Calfactant,"Respiratory Distress Syndrome, Newborn",1
Tyloxapol,"Respiratory Distress Syndrome, Newborn",1
Prucalopride,Constipation,1
Pazopanib,Renal Cell Carcinoma,1
Pazopanib,Sarcoma,1
Ceftaroline fosamil,Streptococcus pyogenes infection,1
Ceftaroline fosamil,Bacterial infection due to Klebsiella pneumoniae,1
Ceftaroline fosamil,Escherichia coli Infections,1
Ceftaroline fosamil,Pneumonia due to Staphylococcus aureus,1
Ceftaroline fosamil,Rhinoscleroma,1
Ceftaroline fosamil,Haemophilus influenzae pneumonia,1
Ceftaroline fosamil,Staphylococcus aureus infection,1
Ceftaroline fosamil,Streptococcal pneumonia,1
Ceftaroline fosamil,Pneumonia due to Escherichia coli,1
Agomelatine,Major Depressive Disorder,1
Panobinostat,"Lymphoma, T-Cell, Cutaneous",1
Panobinostat,Multiple Myeloma,1
Apixaban,Arterial embolus and thrombosis,1
Mepolizumab,Eosinophilic Pneumonia,1
Peramivir,Influenza,1
Bosutinib,"Leukemia, Myeloid, Accelerated Phase",1
Bosutinib,Blast Phase,1
Axitinib,Renal Cell Carcinoma,1
Isavuconazonium,Mucormycosis,1
Isavuconazonium,Aspergillosis,1
Dalfampridine,Multiple Sclerosis,1
Denosumab,"Osteoporosis, Postmenopausal",1
Denosumab,Osteoporosis,1
Denosumab,Drug-induced osteoporosis,1
Ofatumumab,Chronic Lymphocytic Leukemia,1
Liraglutide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Pasireotide,Adrenal Gland Hyperfunction,1
golimumab,Rheumatoid Arthritis,1
golimumab,"Arthritis, Psoriatic",1
golimumab,Ankylosing spondylitis,1
golimumab,Ulcerative Colitis,1
Belatacept,Renal transplant rejection,1
Vilazodone,Major Depressive Disorder,1
Mepyramine,Sneezing,1
Mepyramine,Pruritus,1
Mepyramine,Common Cold,1
Mepyramine,Influenza-like symptoms,1
Mepyramine,Rhinorrhea,1
Mepyramine,Allergic Conjunctivitis,1
Mepyramine,Hay fever,1
Mepyramine,Allergic rhinitis (disorder),1
Mepyramine,"Rhinitis, Vasomotor",1
Mepyramine,Urticaria,1
Mepyramine,Symptomatic dermographism,1
Mepyramine,Nasal congestion (finding),1
Mepyramine,Sinus headache,1
Mepyramine,Dysmenorrhea,1
Aprotinin,Hemorrhage,1
Xylometazoline,Rhinorrhea,1
Xylometazoline,Nasal congestion (finding),1
Betahistine,Meniere Disease,1
Desvenlafaxine,Major Depressive Disorder,1
Dexmethylphenidate,Attention deficit hyperactivity disorder,1
Fesoterodine,Increased frequency of micturition,1
Fesoterodine,Bladder muscle dysfunction - overactive,1
Fesoterodine,Urge Incontinence,1
Fesoterodine,Urgency of micturition,1
Lumefantrine,"Malaria, Falciparum",1
Methyltestosterone,Testicular hypogonadism,1
Methyltestosterone,Deficiency of testosterone biosynthesis,1
Methyltestosterone,Hormone receptor positive malignant neoplasm of breast,1
Methyltestosterone,Hot flushes,1
Methyltestosterone,Delayed Puberty,1
Naphazoline,Itching of eye,1
Naphazoline,Redness of eye,1
Potassium Iodide,Coughing,1
Potassium Iodide,Common Cold,1
Potassium Iodide,Nasal congestion (finding),1
Potassium Iodide,Rhinorrhea,1
Potassium Iodide,Allergic rhinitis (disorder),1
Fosaprepitant,Chemotherapy-induced nausea and vomiting,1
